title,paragraph,क्रिडा,क्रिकेट,आयपीएल,टी-20,फुटबॉल,कबड्डी,गुन्हा,खून,दरोडा,सायबर क्राइम, बलात्कार,राजकारण,भाजपा,शिवसेना,काँग्रेस,जागतिक राजकारण,खून,युक्रेन विरुद्ध रशिया युद्ध,आंदोलन,हवामान,पावसाळी,उन्हाळा,हिवाळा,मनोरंजन,"मराठी सिनेमा
",बॉलीवूड,हॉलीवूड,"सेलिब्रिटी ",टेलिव्हिजन,चित्रपट
राज्यस्तरीय कबड्डी : रत्नागिरी-रायगड आणि मुंबई-ठाणे यांच्यामध्ये रंगणार उपांत्य फेरीचे सामने, स्वामी समर्थ क्रीडा मंडळाच्या राजाभाऊ चषक राज्यस्तरीय कबड्डी स्पर्धेच्या  उपउपांत्य फेरीच्या चारही सामन्यांनी कबड्डीप्रेमींची घोर निराशा केली. राज्य अजिंक्यपद स्पर्धेत विजेत्या आणि उपविजेत्या ठरलेल्या रत्नागिरी आणि मुंबई शहरने आपल्या विजयाचा धडाका कायम ठेवत सहजगत्या उपांत्य फेरी गाठली.  रायगडने कोल्हापूरची 41-12  अशी धूळधाण उडवत  थाटात अंतिम चार संघात धडक मारली तर ठाण्याने मुंबई उपनगरचे आव्हान 42-32 असे सहज परतवून लावले. आता उपांत्य फेरीत रत्नागिरीची झुंज रायगडशी होईल तर मुंबई शहर आणि ठाणे अंतिम फेरीत स्थान मिळविण्यासाठी एकमेकांशी भिडतील.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
महापौर कबड्डी स्पर्धेत महाराष्ट्र पोलिसांची बाजी," ठाणे महापौर चषक राज्यस्तरीय कबड्डी स्पर्धेच्या अंतिम स्पर्धेत पुरुष गटात महाराष्ट्र पोलीस संघ, तर महिला गटात ठाणे महापालिकेच्या संघांनी विजेतेपद पटकाविले. महापालिकेच्या वतीने रविवारी विजेत्या पुरुष व महिला संघांना प्रत्येकी एक लाख रोख पारितोषिक, सन्मानचिन्ह देऊन महापौर नरेश म्हस्के यांच्या अध्यक्षतेखाली मुंबईच्या महापौर किशोरी पेडणेकर, पोलीस आयुक्त विवेक फणसळकर व उपस्थितीत मान्यवरांच्या हस्ते सन्मानित केले गेले.
यावेळी खासदार डॉ. श्रीकांत शिंदे, आमदार रवींद्र फाटक, उपमहापौर पल्लवी कदम, स्थायी समिती सभापती राम रेपाळे आदी उपस्थित होते.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
कबड्डी : पुणे आणि ठाणे संघांनी पटकावली जेतेपदे," कुमार गटात स्वर्गीय नारायण नागु पाटील यांच्या स्मरणार्थ रायगड जिल्हा कबड्डी असोसिएशन पुरस्कृत फिरत्या चषकाचा मान ठाणे जिल्हा या संघाने मिळविला. तर कुमारी गटात क्रीडा शिक्षक स्वर्गीय चंदन सखाराम पांडे परभणी यांच्या स्मरणार्थ फिरता चषकावर पुणे जिल्ह्याने आपले नाव कोरले.कुमारी गटात झालेल्या अंतिम लढतीत पुणे जिल्हा संघाने बीड जिल्हा संघावर 35-27 गुणांनी विजय मिळवित क्रीडा शिक्षक स्वर्गीय चंदन सखाराम पांडे  या फिरत्या चषकावर आपले नाव कोरले. मद्यंतराला पुणे संघाकडे 22-11 अशी आघाडी होती. पुण्याच्या मानसी रोडे, पल्लवी गावडे व समृध्दी कोळेकर यांच्या खोलवर चढायांच्या जोरावर हा सामना पुणे जिल्ह्याने जिंकला. तर दिव्या गोगावले व नागेंद्रा कुरा यांनी चांगल्या पकडी घेतल्या. बीडच्या शितल म्हेत्रे, आरती नागरे चौफेर चढाया करीत चांगली लढत दिली. तर आश्वनि शेळके हिने चांगल्या पकडी घेतल्या.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
नागेश्वर कला क्रीडा मंडळाचे कार्य कौतुकास्पद ! - समीर नलावडे," नागेश्वर कला , क्रीडा मंडळ हे कला, क्रीडा, सांस्कृतिक क्षेत्रात करीत असलेले कार्य कौतुकास्पद आहे. कणकवली नगरपंचायतीचे सहकार्य या मंडळाला नेहमीच असेल. येथे आलेल्या जिल्ह्यातील खेळाडूंनी चांगला खेळ करावा. स्पर्धेत एकच संघ विजयी होत असतो. त्यामुळे कोणीही नाराज न होता खेळात सातत्य ठेवा़वे. कणकवलीत आता अद्ययावत क्रीडांगण व उद्यान होणार असून खेळाडूंना त्यामुळे एक व्यासपिठ मिळेल. असे प्रतिपादन नगराध्यक्ष समीर नलावडे यांनी केले.

कणकवली टेंबवाडी येथे नागेश्वर कला, क्रीडा मंडळाच्यावतीने आयोजित जिल्हास्तरीय कबड्डी स्पर्धेचा शुभारंभ नगराध्यक्ष समीर नलावडे यांच्या हस्ते रविवारी झाला. यावेळी पत्रकार संघाचे अध्यक्ष भगवान लोके, माजी नगरसेवक अभय राणे, महेश सावंत, पत्रकार सुधीर राणे, दीपक बागवे, सुभाष पालव, सत्यवान राणे, संतोष राणे, संजय सावंत, बयाजी बुराण , दीपक बागवे आदींसह पदाधिकारी उपस्थित होते .",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
डॉक्टरांच्या हलगर्जीमुळे आदिवासी कबड्डीपटूचा मृत्यू?; शवविच्छेदनाच्या अहवालाकडे लक्ष," लालोंढे फरलेपाडा येथील २३ वर्षीय आदिवासी कबड्डीपटूचा शस्त्रक्रिया झाल्यानंतर मृत्यू झाल्याची घटना शनिवारी घडली. डॉक्टरांच्या हलगर्जीपणामुळे मीलन याचा मृत्यू झाल्याचा आरोप त्याच्या कुटुंबीयांनी केला असून, संबंधित डॉक्टरांविरोधात गुन्हा दाखल करण्याची मागणी केली आहे.मीलन सुभाष निकोले असे त्याचे नाव आहे. तो कबड्डी खेळत असताना त्याच्या उजव्या हाताला दुखापत झाली होती. त्याला उपचारासाठी मनोर येथील सह्याद्री हॉस्पिटलमध्ये शुक्रवारी दाखल केले होते. त्याचा हात फॅक्चर असल्याने शनिवारी दुपारी दोनच्या दरम्यान, डॉ. सौरभ पुंदे यांनी त्याच्यावर शस्त्रक्रियेला सुरुवात केली. यानंतर, त्याला आॅपरेशन थिएटरमधून जनरल वॉर्डमध्ये ठेवले. साडेसहा वाजेपर्यंत मीलन शुद्धीवर आला नाही. त्याच्या तोंडातून रक्त निघू लागले. त्याचा चुलत भाऊ नितेश व वडिलांनी डॉक्टरांना बोलावले. त्याला तपासले असता, त्याचे निधन झाले आहे, असे डॉ.सौरभ पुंदे व डॉ. आदित्य सातवी यांनी सांगितले.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
खेलो इंडिया : कबड्डीमध्ये महाराष्ट्राचे रौप्य पदकावर समाधान ," आपल्या लौकिकानुसार खेळ करण्यात आलेल्या अपयशानंतर बलाढ्य महाराष्ट्राला खेलो इंडिया यूथ गेम्स स्पर्धेत कबड्डीमध्ये रौप्य पदकावर समाधान मानावे लागले. २१ वर्षांखालील मुलांच्या गटात झालेल्या सामन्यात हरयाणाने प्रत्येक विभागात वर्चस्व राखताना महाराष्ट्राचे तगडे आव्हान ४१-२७ असे परतावून लावत दिमाखात सुवर्ण पदक पटकावले.चढाईपटूंचे अपयश आणि बचावपटूंमधील चुकलेला ताळमेळ यामुळे महाराष्ट्राला मोठा पराभव पत्करावा लागला. पंकज मोहिते, अस्लम इनामदार यांनी चढाईत काहीशी छाप पाडली. दुसरीकडे हरयाणाचा कर्णधार व कोपरारक्षक सौरभ नांगल हा त्यांच्या सुवर्णपदकाचा शिल्पकार ठरला. हरयाणाने महाराष्ट्रावर तब्बल तीन वेळा लोण चढवून दबदबा राखला. १७ वर्षांखालील मुलांमध्येही महाराष्ट्राने कांस्यवर समाधान मानले.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
आडगावच्या सेंट पीटर शाळेला विजेतेपद," नुकत्याच संपन्न झालेल्या राज्यस्तरीय इनडोअर फुटबॉल साखळी स्पर्धेत एकही सामना न गमावता यजमान नाशिकच्या सेंट पिटर इंग्लिश मिडीयम स्कुलच्या संघाने नेत्रदीपक कामिगरी करीत स्पर्धेचे विजेतेपद पटकाविले. अंतिम सामना निफाड व नाशिक संघात झाला, यात नाशिक विजयी झाले.
इनडोअर फुटबॉल असोसिएशन आडगाव येथील टर्फ मैदान येथे या स्पर्धेचे आयोजन करण्यात आले होते. स्पर्धेत यजमान नाशिकसह बीड, लातूर, धुळे, उदगीर, रायगड, ठाणे, नवी मुंबई, पुणे, सोलापूर येथील संघ सहभागी झाले होते.
१७ वर्षाच्या आतील गटात निफाड व नाशिक यांच्यात अंतिम लढत झाली यात पेनल्टी शूट आऊट मध्ये नाशिकचा पराभव झाला.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
खेलो इंडिया : कबड्डीमध्ये महाराष्ट्राचा संघ अंतिम फेरीत,  महाराष्ट्राच्या २१ वर्षांखालील संघाने तिस-या खेलो इंडिया युवा क्रीडा स्पर्धेच्या अंतिम फेरीत प्रवेश केला. त्यांनी उत्तर प्रदेशाचे आव्हान ३८-२० असे सहज संपुष्टात आणले. अन्य एका उपांत्य लढतीत महाराष्ट्राच्या १७ वर्षांखालील मुलांना मात्र स्पर्धेत वर्चस्व राखल्यानंतरही अखेरीस राजस्थानकडून ५१-५५ असा पराभव पत्करावा लागला.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
वाड्यात रंगली क्रीडा स्पर्धा; कबड्डी लीग स्पर्धेत जय हनुमान संघाला विजेतेपद," तालुक्यातील दिनकरपाडा येथे अष्टविनायक ग्रुपच्या वतीने हरेश चौधरी क्रीडा नगरीमध्ये ७ ते १० जानेवारी या दरम्यान चार दिवस पार पडलेल्या कबड्डी लीग स्पर्धेमध्ये जय हनुमान संघ अंतिम विजयी ठरला असून ध्रुव वॉरियर्स उपविजेता तर सेवन स्टार लायन या संघाने तृतीय पारितोषिक पटकावले आहे.या स्पर्धेला कुणबी सेनाप्रमुख विश्वनाथ पाटील, भिवंडीचे आमदार महेश चौगुले, कबड्डी असोसिएशनचे प्रदेश उपाध्यक्ष व नगरसेवक देवराम (नाना) भोईर, शशिकांत ठाकूर, देवा ग्रुपचे तानाजी मोरे, माजी पं.स. सदस्या अंकिता दुबेले, स्वाभिमान संघटनेचे जितेश पाटील, कुडूसचे उपसरपंच डॉ. गिरीश चौधरी, तौसीब भुरे आदी मान्यवरांनी भेटी देऊन शुभेच्छा दिल्या",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
खेलो इंडिया 2020 : महाराष्ट्राचे दोन्ही कबड्डी संघ उपांत्य फेरीत," तिसऱ्या खेलो इंडिया युथ गेम्समध्ये महाराष्ट्राच्या १७ आणि २१ वर्षांखालील मुलांच्या संघांनी कबड्डीची उपांत्य फेरी गाठली. येथील लक्ष्मीबाई राष्ट्रीय शारीरिक संस्थेच्या संकुलात सुरू असलेल्या या स्पर्धेत शनिवारी महाराष्ट्राच्या मुलांनी अपेक्षित कामगिरी करताना अखेरच्या साखळी सामन्यात सफाईदार विजय मिळविले. सकाळच्या सत्रात २१ वर्षांखालील संघाने चंढिगडचे आव्हान ३९-३०, तर १७ वर्षांखालील संघाने यजमान आसामचे आव्हान ४८-१७ असे परतवून लावले. २१ वर्षांखालील गटात महाराष्ट्राचा संघ गटात विजेता ठरला. आता त्यांची गाठ उत्तर प्रदेश संघाशी पडेल. १७ वर्षांखालील गटात महाराष्ट्र संघ उपविजेता राहिला. त्यांची गाठ राजस्थान संघाशी पडेल.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
चांदूर रेल्वे आयटीआयची राज्यस्तरावरीय कबड्डी स्पर्धेत निवड, तीन दिवसीय विभागीय क्रीडा स्पर्धेला अमरावती आयटीआयच्या भव्य प्रांगणात ८ जानेवारीला उत्साहात सुरुवात झाली. या स्पर्धेत कबड्डी खेळात जिल्हास्तरावर जिंकुन अमरावती जिल्ह्याचे प्रतिनीधीत्व करणाºया चांदूर रेल्वे आयटीआयच्या संघाने अकोला संघाला गुरूवारी पराभूत करून पुन्हा एकदा विजय संपादन केले. त्यामुळे आता चांदूर रेल्वेची चमू औरंगाबाद येथे राज्यस्तरावर अमरावती जिल्ह्याचे कबड्डी खेळात प्रतिनिधीत्व करणार आहे.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
खेलो इंडिया : कबड्डीमध्ये महाराष्ट्राचा आसामवर दणदणीत विजय," खेलो इंडिया युथ गेम्सच्या तिस-या पर्वात शुक्रवारी कबड्डीमध्येमहाराष्ट्राला संमिश्र यश मिळाले. मुलांचा १७ वर्षांखालील संघ हरियाणाकडून १६-४४ असा पराभूत झाला. त्याचवेळी युवकांनी म्हणजे २१ वर्षांखालील संघाने यजमान आसामचा ४३-१२ असा धुव्वा उडवून आपली आगेकूच कायम राखली. महाराष्ट्राच्या युवा खेळाडूंनी चौफेर खेळ करताना एकामागून एक तीन लोण पहिल्या सत्रातच नोंदवून ३२-४ अशा आघाडीसह आपला विजय निश्चित केला होता. मोठी आघाडी आणि दुबळा प्रतिस्पर्धी लक्षात घेऊन महाराष्ट्राने दुस-या सत्रात आपल्या राखीव खेळाडूंना संधी देणे पसंत केले. मात्र, राखीव खेळाडू फारशी छाप पाडू शकले नाहीत. त्यामुळे महाराष्ट्राला आघाडी आणखी मोठी करता आली नाही. अर्थात, हा विजय महाराष्ट्रासाठी महत्वाचा ठरला. चढाई, बचाव अशा दोन्ही आघाड्यांवर त्यांनी निर्विवाद वर्चस्व राखले. पंकज मोहिते, सौरभ पाटील, अस्लम इनामदार, राजू काथेरे यांच्या खेळाने महाराष्ट्राने एकतर्फी विजय मिळविला.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
खेलो इंडिया 2020 : कबड्डीत महाराष्ट्राच्या मुलांची दोन्ही गटात विजयी सलामी, खेलो इंडिया युथ गेम्सच्या तिसऱ्या पर्वात महाराष्ट्राच्या मुलांनी कबड्डीत विजयी श्रीगणेशा केला. महाराष्ट्राच्या १७ आणि २१ वर्षांखालील संघांनी प्रतिस्पर्ध्यांवर सहज विजय मिळविले. प्रथम २१ वर्षांखालील संघाने गुजरातचा ५०-४२ असा पराभव केला. त्यानंतर अखेरच्या सामन्यात १७ वर्षांखालील संघाने छत्तीसगढ संघावर एकतर्फी लढतीत ५१-२८ अशी सहज मात केली.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
राज्यस्तरीय कबड्डी स्पर्धा : अंकुर स्पोर्ट्स क्लबला जेतेपद; सुशांत स्पर्धेत सर्वोत्तम, अंकुर स्पोर्ट्स क्लबने चिंचपोकळी सार्वजनिक उत्सव मंडळाने आपल्या “शतक महोत्सवी वर्षानिमित्त” आयोजित “पुरुष राज्यस्तरीय कबड्डी स्पर्धेचे” अजिंक्यपद पटकाविले. अंकुर स्पोर्ट्स क्लबचा सुशांत साईल स्पर्धेतील सर्वोत्तम खेळाडू ठरला. लालबाग-मुंबई येथील सदगुरु भालचंद्र महाराज क्रीडांगणावर संपन्न झालेल्या या स्पर्धेच्या अंतिम सामन्यात अंकुर स्पोर्ट्स क्लबने चुरशीच्या लढतीत विजय क्लबचे आव्हान २८-२४ असे संपविले. ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
इंडो-नेपाळ चॅम्पियनशिप स्पर्धेत बुलडाण्याची ‘एंट्री," इंडो-नेपाळ चॅम्पियनशिप २०२० स्पर्धा २० ते २३ जानेवारीदरम्यान नेपाळमधील पोखरा शहरात होणार आहे. या स्पर्धेसाठी कबड्डी व अ‍ॅथलेटिक्स प्रकारात जिल्ह्यातील १० खेळाडूंची निवड झाली आहे. खेळाडूंच्या निवडीमुळे आंतरराष्ट्रीय स्पर्धेत बुलडाण्याची दमदार एंट्री पाहायला मिळणार आहे.
आरोग्यासाठी मैदानी खेळ महत्त्वाचे आहेत. मुलांनी किमान एक तरी मैदानी खेळ खेळला पाहिजे याकडे पालकांनी लक्ष देण्याची गरज आहे. शाळांनीही अभ्यासासोबतच खेळांकडेही ध्यान दिले पाहिजे. मुलांना शालेय शिक्षण मिळालेच पाहिजे यात शंका नाही; मात्र बहुतांश वेळा आपण अभ्यासापुढे खेळाला महत्त्व देत नाही. खेळामधून मुले वागणे, बोलणे शिकत असतात, हे आपण विसरून जातो. मुलांच्या जडणघडणीत खेळाची भूमिका महत्त्वाची असते. बुलडाण्यात सुरुवातीपासून खेळासाठी पोषक वातावरण आहे.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राज्यस्तरीय कबड्डी स्पर्धा : विजय क्लब, जय भारत क्रीडा मंडळ उपांत्य फेरीत"," विजय क्लब, जय भारत क्रीडा मंडळ, अंकुर स्पोर्ट्स क्लब या मुंबई शहरच्या संघा बरोबर मुंबई उपनगरच्या जॉली स्पोर्ट्स क्लबने चिंचपोकळी सार्वजनिक उत्सव मंडळाने आपल्या “शतक महोत्सवी वर्षानिमित्त” आयोजित “चिंतामणी चषक” पुरुष राज्यस्तरीय कबड्डी स्पर्धेच्या उपांत्य फेरीत धडक दिली. विजय क्लब विरुद्ध जय भारत आणि अंकुर स्पोर्ट्स विरुद्ध जॉली स्पोर्ट्स अशा उपांत्य लढती होतील. ",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राज्यस्तरीय कबड्डी : जय भारत क्रीडा मंडळ, अंकुर स्पोर्ट्स क्लब थेट उपउपांत्य फेरीत"," केदारनाथ क्रीडा मंडळ, विजय बजरंग व्यायाम शाळा यांनी चिंचपोकळी सार्वजनिक उत्सव मंडळाने आपल्या “शतक महोत्सवी वर्षानिमित्त” आयोजित “चिंतामणी चषक राज्यस्तरीय कबड्डी स्पर्धेत” उपउपांत्य फेरी गाठली. तर जय भारत क्रीडा मंडळ, अंकुर स्पोर्ट्स क्लब यांनी आपापल्या साखळी गटात अग्रस्थान पटकावित थेट उपउपांत्य फेरीत धडक दिली.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"राज्यस्तरीय कबड्डी : विजय क्लब, जॉली स्पोर्ट्स अमर क्रीडा मंडळ यांची विजयी सलामी"," विजय क्लब, जॉली स्पोर्ट्स, स्वस्तिक मंडळ, विजय नवनाथ, अमर क्रीडा मंडळ यांनी चिंचपोकळी सार्वजनिक उत्सव मंडळ आयोजित चिंतामणी चषक पुरुष  राज्यस्तरीय कबड्डी स्पर्धेत विजयी सलामी दिली.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
राज्यस्तरीय कबड्डी स्पर्धा: शिवशक्ती महिला संघाने जेतेपद पटकावले,"  महाराष्ट्र राज्य व ठाणे जिल्हा कबड्डी असो.च्या मान्यतेने नवतरुण क्रीडा मंडळाने आमदार गणपतशेठ गायकवाड यांच्या सहकार्याने “स्व. अनिल महादेव कर्पे यांच्या स्मृती प्रित्यर्थ” आयोजित राज्य स्तरीय कबड्डी स्पर्धेच्या पुरुषांत बाबुराव चांदेरे सोशल फौंडेशन आणि महिलांत शिवशक्ती महिला संघ अंतिम विजेते ठरले. बाबुराव चांदेरे फौंडेशनचा अक्षय जाधव पुरुषांत, तर शिवशक्ती महिला संघाची पूजा यादव महिलांत स्पर्धेतील सर्वोत्तम खेळाडू ठरले. या दोघांना रोख रु.२५,०००/-(₹ पंचवीस हजार) देऊन सन्मानित करण्यात आले. पाच ते सहा हजार क्रीडारसिकांनी अंतिम सामने पहाण्यासाठी गर्दी केली होती. महिलांचा सामना चुरशीचा झाला, पण पुरुषांच्या एकतर्फी सामन्याने त्यांचा हिरमोड झाला.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
कबड्डी : बँक ऑफ बडोदा आणि एअर इंडिया यांना जेतेपद," बँक ऑफ बडोदा(देना बँक), एअर इंडिया यांनी मुंबई शहर कबड्डी असो.ने आयोजित आणि मुंबई शारीरिक शिक्षण मंडळने पुरस्कृत केलेल्या “जिल्हा अजिंक्यपद निवड चाचणी कबड्डी” स्पर्धेच्या अनुक्रमे महिला व्यावसायिक आणि पुरुष विशेष व्यावसायिक गटाच्या चषकावर आपले नाव कोरले. महिला गटात शिवशक्ती मंडळाने, तर प्रथम श्रेणी पुरुषांत जय भारत क्रीडा मंडळाने हा विजेतापदाचा मान पटकाविला. ",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"कबड्डी : शिवशक्ती, मुंबई पोलीस संघांना जेतेपद"," विजय नवनाथ क्रीडा मंडळ आणि शिवशक्ती महिला संघ(अ) यांनी मुंबई शहर कबड्डी असो. ने आयोजित केलेल्या आणि मुंबई शारीरिक शिक्षण मंडळाने पुरस्कृत केलेल्या “जिल्हा अजिंक्यपद निवड चाचणी कबड्डी” स्पर्धेच्या अनुक्रमे कुमार आणि कुमारी गटाचे जेतेपद पटकाविले. प्रथम श्रेणी व्यसवसायिक पुरुषांत मुंबई पोलीस संघाने, तर व्दितीय श्रेणी व्यावसायिक पुरुषांत टी. बी. एम. स्पोर्ट्सने अजिंक्यपद मिळविले. नायगाव-मुंबई येथील भारतीय क्रीडा मंदिराच्या क्रीडांगणावर सुरू असलेल्या कुमार गटाच्या अंतिम सामन्यात विजय नवनाथ क्रीडा मंडळाने न्यू परशुराम क्रीडा मंडळाचा प्रतिकार ३३-२२ असा मोडून काढत “स्व. दत्ताजी नलावडे स्मृती चषक” आपल्या नावे केला. महाराष्ट्र राज्य-विधान सभेचे अध्यक्ष पद भूषविलेले नलावडे हे विजय नवनाथ ह्या संघाचे खेळाडू होते. त्याच बरोबर ते उत्तम पंच देखील होते. त्यांच्या नावाचा चषक स्वीकारताना नलावडे यांचे चिरंजीव निरंजन नलावडे यांचा ऊर अभिमानाने भरून आला.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
कबड्डी स्पर्धा : ओम  पिंपळेश्वर क्रीडा मंडळ आणि बालविकास क्रीडा मंडळ ठरले अंतिम विजेते," नायगाव-मुंबई येथील भारतीय क्रीडा मंदिराच्या क्रीडांगणावर सुरू असलेल्या पुरुष व्दितीय श्रेणीच्या अंतिम सामन्यात ओम पिंपळेश्वरने सक्षम क्रीडा मंडळाला २८-१५ असे लीलया पराभूत करीत या गटाचा मुकुट पटकाविला. मध्यांतरापर्यंत चुरशीने खेळल्या हा सामना नंतर मात्र एकतर्फी झाला. मध्यांतराला १०-०८ अशी पिंपळेश्वरकडे आघाडी होती. चेतन गावकर, शुभम साटम, गणेश गुप्ता यांनी उत्तरारार्धात जोरदार खेळ करीत हे जेतेपद पटकाविले. सक्षमच्या प्रफुल्ल माने, प्रणय गुरव यांची उत्तरार्धात मात्रा चालली नाही.  या अगोदर झालेल्या उपांत्य फेरीच्या सामन्यात ओम पिंपळेश्वरने महागाव क्रीडा मंडळाचा ३७-२९ असा, तर सक्षमने जय दत्तगुरु कबड्डी संघाचा पराभव करीत अंतिम फेरी गाठली होती.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"कबड्डी : टी.बी.एस. स्पोर्ट्स, शिवास संघ अंतिम फेरीत"," मुंबई शारीरिक शिक्षण मंडळाने पुरस्कृत केलेल्या आणि मुंबई शहर कबड्डी असो. ने आयोजित केलेल्या “जिल्हा अजिंक्यपद निवड चाचणी कबड्डी” स्पर्धेच्या व्यावसायित व्दितीय श्रेणी पुरुषांत टी.बी.एस. स्पोर्ट्स, शिवास इंटरप्रायझेस यांनी अंतिम फेरीत धडक दिली. तर सचिवालय जिमखाना, मुंबई पोष्टल, भारत पेट्रोलियम, मुंबई पोलीस यांनी पुरुष व्यावसायिक प्रथम श्रेणीत उपांत्य फेरीत प्रवेश केला. सचिवालय जिमखाना विरुद्ध मुंबई पोष्टल आणि भारत पेट्रोलियम विरुद्ध मुंबई पोलीस अशा उपांत्य लढती होतील.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"कबड्डी : अमर भारत, गोलफादेवी सेवा चौथ्या फेरीत दाखल","  मुंबई शारीरिक शिक्षण मंडळ पुरस्कृत आणि मुंबई शहर कबड्डी असो. आयोजित “जिल्हा अजिंक्यपद निवड चाचणी कबड्डी” स्पर्धेच्या प्रथम श्रेणी स्थानिक गटात एकता संघ, अमर भारत, गोलफादेवी सेवा, एस.एस.जी. फौंडेशन यांनी चौथ्या फेरीत धडक दिली. नायगाव-मुंबई येथील भारतीय क्रीडा मंदिराच्या क्रीडांगणावर सुरू असलेल्या तिसऱ्या फेरीच्या सामन्यात एकता संघाने श्री गणेश स्पोर्ट्सला चुरशीच्या लढतीत ३४-२७ असे नमवित चौथी फेरी गाठली. मध्यांतराला १३-१४ अशा पिछाडीवर पडलेल्या एकताने मध्यांतरानंतर टॉप गिअर टाकत हा विजय साकारला. अरुण सावंत, शुभम पाटील या विजयाचे शिल्पकार ठरले. श्री गणेश क्लबच्या प्रणय भुरे, निखिल सातावकर यांचा खेळ मध्यांतरानंतर बहरला नाही.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
मुंबई विद्यापीठ चॅम्पियन ऑफ दी चॅम्पियन; नागपूर विद्यापीठाचा केला पराभव," संत गाडगेबाबा अमरावती विद्यापीठाच्या क्रीडा संकुलावर ५ ते ९ डिसेंबर दरम्यान झालेल्या पश्चिम विभाग आंतरविद्यापीठ महिला कबड्डी स्पर्धेच्या शेवटच्या दिवशी झालेल्या साखळी सामन्यांमध्ये मुंबई विद्यापीठाने अव्वल क्रमांकासह ‘चॅम्पियन ऑफ द चॅम्पियन’चा बहुमान पटकावला. द्वितीय स्थानी भारती विद्यापीठ पुणे, तृतीय स्थानी एसएनडीटी (मुंबई), तर चौथे स्थान राष्ट्रसंत तुकडोजी महाराज नागपूर विद्यापीठाने पटकाविले. याप्रसंगी सर्व चमू आणि प्रशिक्षकांना ट्रॉफी व प्रशस्तीपत्र देऊन मान्यवरांच्या हस्ते गौरविण्यात आले.  ",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
